smiles,MinAbsEStateIndex,FpDensityMorgan1,FpDensityMorgan3,BalabanJ,Chi4n,HallKierAlpha,PEOE_VSA1,PEOE_VSA2,PEOE_VSA8,SMR_VSA10,SMR_VSA5,SMR_VSA6,SlogP_VSA1,SlogP_VSA3,SlogP_VSA5,EState_VSA1,EState_VSA9,VSA_EState1,FractionCSP3,HeavyAtomCount,NumAromaticCarbocycles,NumRotatableBonds,NumSaturatedRings,MolLogP,fr_Al_OH,fr_Al_OH_noTert,fr_C_S,fr_bicyclic,fr_oxazole,value
*CC(=O)Nc1ccc(*)s1,0.2146759259259261,2.0,3.4444444444444446,2.5725016835725403,0.4458266324118147,-0.8300000000000001,0.0,0.0,0.0,27.625110354440025,6.923737199690624,5.316788604006331,10.696851374472246,4.794537184071822,0.0,0.0,0.0,0.5348611111111111,0.1666666666666666,9,0,2,0,0.8288,0,0,0,0,0,1.3272
*CC(=O)Nc1ccc(*)cc1,0.1860128495842783,1.6,2.9,2.6449316670687724,0.631215505222498,-1.31,0.0,0.0,0.0,17.66093307249668,6.923737199690624,5.316788604006331,11.38315567246794,4.794537184071822,0.0,0.0,0.0,0.5013305461073319,0.125,10,1,2,0,0.7672999999999999,0,0,0,0,0,1.369
*CC(=O)NC(*)=O,0.0045833333333331,2.0,2.833333333333333,3.3954996118673995,0.0569177251576849,-0.8600000000000001,0.0,0.0,0.0,12.317275035467627,6.923737199690624,0.0,5.316788604006331,4.794537184071822,0.0,0.0,0.0,-0.162824074074074,0.3333333333333333,6,0,1,0,-0.2604999999999999,0,0,0,0,0,1.5835
*CC(=O)NC(*)=S,0.0687037037037037,2.333333333333333,3.1666666666666665,3.3954996118673995,0.0569177251576849,-0.44,0.0,0.0,0.0,23.61647085090101,6.923737199690624,0.0,5.316788604006331,4.794537184071822,0.0,0.0,12.217873443046695,0.3001388888888889,0.3333333333333333,6,0,1,0,-0.0955999999999999,0,0,1,0,0,2.9562
*CC(=O)Oc1ccc(*)s1,0.0353240740740739,2.0,3.4444444444444446,2.5725016835725403,0.3952304865218228,-0.8300000000000001,0.0,0.0,0.0,22.6861539363525,6.923737199690624,0.0,10.116925724265965,4.794537184071822,0.0,0.0,4.736862953800049,5.498796296296296,0.1666666666666666,9,0,2,0,0.7957000000000001,0,0,0,0,0,1.4534
*CC(=O)OC(*)=O,0.0763425925925926,2.0,2.833333333333333,3.3954996118673995,0.0464731279854337,-0.8600000000000001,0.0,0.0,0.0,12.441526152668311,6.923737199690624,0.0,0.0,9.53140013787187,0.0,0.0,0.0,3.958703703703704,0.3333333333333333,6,0,1,0,0.1665,0,0,0,0,0,2.2158
*CC(=O)OC(*)=S,0.0424074074074074,2.333333333333333,3.1666666666666665,3.3954996118673995,0.0464731279854337,-0.44,0.0,0.0,0.0,23.74072196810169,6.923737199690624,0.0,0.0,9.53140013787187,0.0,0.0,0.0,4.792037037037038,0.3333333333333333,6,0,1,0,0.3314,0,0,1,0,0,3.1169
*CC(=S)c1ccc(C(*)=S)s1,0.1985685941043083,1.6,2.8,2.9120812188252145,0.5425958762800213,-0.12,0.0,0.0,0.0,46.00458297829599,6.923737199690624,0.0,0.0,0.0,9.7542943874026,0.0,24.43574688609339,0.616259448223734,0.1428571428571428,10,0,3,0,2.6585,0,0,2,0,0,2.8676
*CC(=S)c1ccc(O*)s1,0.0365315570672712,2.0,3.4444444444444446,2.7991216323578683,0.4700071701261581,-0.4100000000000001,0.0,0.0,0.0,28.419226639733058,6.923737199690624,0.0,5.106527394840706,0.0,4.877147193701299,0.0,17.324400837887403,0.4584741118669689,0.1666666666666666,9,0,3,0,2.2768000000000006,0,0,1,0,0,3.131
*CC(=S)c1ccc(C(*)=S)cc1,0.1763598356009069,1.2727272727272727,2.272727272727273,2.9340419411151166,0.7241617611933655,-0.6000000000000001,0.0,0.0,0.0,34.667797100361256,6.923737199690624,0.0,0.0,0.0,11.126902983393991,0.0,24.43574688609339,0.576452953094818,0.1111111111111111,11,1,3,0,2.5970000000000004,0,0,2,0,0,2.9742
*CC(=S)c1ccc(N*)cc1,0.2643227985638698,1.6,2.8,2.843524062030637,0.6561203794493884,-0.8900000000000001,0.0,0.0,0.0,22.76982703648188,6.923737199690624,5.733667477162185,5.733667477162185,0.0,5.563451491696996,0.0,12.217873443046695,0.6843168934240361,0.125,10,1,3,0,2.2484,0,0,1,0,0,3.0309
*CC(=S)c1ccc(O*)cc1,0.0143227985638698,1.6,2.8,2.843524062030637,0.6408284278600322,-0.8900000000000001,0.0,0.0,0.0,17.08244076179832,6.923737199690624,0.0,5.106527394840706,0.0,5.563451491696996,0.0,17.324400837887403,0.4186918934240361,0.125,10,1,3,0,2.2153,0,0,1,0,0,3.1915
*CC(=S)CO*,0.151111111111111,2.4,3.4,3.002590528674132,0.0,0.0499999999999999,0.0,0.0,0.0,17.08244076179832,6.923737199690624,6.606881964512918,0.0,5.106527394840706,0.0,0.0,17.324400837887403,0.6541203703703704,0.6666666666666666,5,0,3,0,0.8048,0,0,1,0,0,2.5664
*CC(=S)C(=O)O*,0.2129629629629625,2.333333333333333,3.1666666666666665,3.643224945571916,0.0,-0.44,0.0,0.0,0.0,23.05174604975017,6.923737199690624,0.0,0.0,9.901064578912528,0.0,0.0,12.217873443046695,0.0101851851851851,0.3333333333333333,6,0,2,0,0.3314,0,0,1,0,0,3.8755
*CC(=S)NO*,0.04,2.6,3.6,3.002590528674132,0.0,-0.15,0.0,0.0,0.0,17.206375544784887,6.923737199690624,0.0,5.480096598121202,5.20725302477729,0.0,0.0,17.425126467823986,0.4805092592592593,0.5,5,0,2,0,0.2668999999999999,0,0,1,0,0,2.2076
*CNc1ccc(-c2ccc(*)cc2)s1,0.3539507747543461,1.2307692307692308,2.8461538461538463,2.2486693658517765,1.1391993986164288,-1.28,0.0,0.0,0.0,22.40423492308421,0.0,12.36446058668352,11.38315567246794,0.0,0.0,0.0,0.0,0.8247743449231544,0.0909090909090909,13,1,3,0,2.508400000000001,0,0,0,0,0,1.6671
*CNc1ccc(C(*)=O)s1,0.140528155706727,2.0,3.4444444444444446,2.732617316782816,0.4877418520746994,-0.8300000000000001,0.0,0.0,0.0,22.62402837775216,0.0,12.36446058668352,5.316788604006331,0.0,9.671684377773122,0.0,0.0,0.2991534391534393,0.1666666666666666,9,0,3,0,1.3562999999999998,0,0,0,0,0,2.2797
*CNc1ccc(C(*)=S)s1,0.2298422146636431,2.0,3.4444444444444446,2.732617316782816,0.4877418520746994,-0.4100000000000001,0.0,0.0,0.0,33.92322419318554,0.0,12.36446058668352,5.316788604006331,0.0,4.877147193701299,0.0,12.217873443046695,0.7216071428571428,0.1666666666666666,9,0,3,0,1.8916,0,0,1,0,0,2.9244
*CNc1ccc(N*)s1,0.3178051776266061,1.75,3.25,2.591816305336146,0.4328878278693774,-0.7000000000000002,0.0,0.0,0.0,21.338949831310472,0.0,18.098128063845703,11.050456081168516,0.0,0.0,0.0,0.0,0.834229969765684,0.2,8,0,3,0,1.5429999999999997,0,0,0,0,0,0.5629
*CNc1ccc(O*)s1,0.0678051776266061,2.0,3.625,2.591816305336146,0.4151531459208362,-0.7000000000000002,0.0,0.0,0.0,16.337867854622605,0.0,12.36446058668352,10.423315998847038,0.0,0.0,0.0,5.106527394840706,0.5638218065003778,0.2,8,0,3,0,1.5099,0,0,0,0,0,0.8203
*CNc1ccc(-c2ccc(*)s2)cc1,0.3684892290249433,1.2307692307692308,2.6923076923076925,2.231956505158513,1.148728937854192,-1.2800000000000002,0.0,0.0,0.0,22.40423492308421,0.0,12.36446058668352,10.696851374472246,0.0,0.0,0.0,0.0,0.8362778197698832,0.0909090909090909,13,1,3,0,2.508400000000001,0,0,0,0,0,1.292
*CNc1ccc(N*)cc1,0.2889826625094481,1.3333333333333333,2.555555555555556,2.664537066654608,0.5880789977054113,-1.1800000000000002,0.0,0.0,0.0,11.374772549367124,0.0,18.098128063845703,11.050456081168516,0.0,0.0,0.0,0.0,0.7830508314436885,0.1428571428571428,9,1,3,0,1.4814999999999996,0,0,0,0,0,0.54
*CNc1ccc(O*)cc1,0.0389826625094481,1.5555555555555556,2.888888888888889,2.664537066654608,0.572787046116055,-1.1800000000000002,0.0,0.0,0.0,5.687386274683562,0.0,12.36446058668352,10.423315998847038,0.0,0.0,0.0,5.106527394840706,0.5174258314436885,0.1428571428571428,9,1,3,0,1.4484,0,0,0,0,0,0.7695
*CNCc1ccc(*)s1,0.4535922146636432,1.875,3.5,2.422977777805392,0.4889054630054054,-0.3400000000000001,0.0,0.0,0.0,16.716848648400653,6.544756405912575,7.04767198267719,10.696851374472246,6.544756405912575,4.877147193701299,0.0,0.0,1.0190693499622072,0.3333333333333333,8,0,3,0,0.5191000000000001,0,0,0,0,0,1.1612
*CNCc1ccc(*)cc1,0.4071308106575964,1.4444444444444444,2.888888888888889,2.51863794324683,0.6836010285339089,-0.8200000000000001,0.0,0.0,0.0,6.06636706846161,6.544756405912575,7.04767198267719,11.38315567246794,6.544756405912575,5.563451491696996,0.0,0.0,0.9507589285714284,0.25,9,1,3,0,0.4576,0,0,0,0,0,1.2974
*CNCC(*)=O,0.0026388888888888,2.4,3.4,2.8219389370591843,0.0510310363079828,-0.37,0.0,0.0,0.0,6.286160523129555,0.0,13.592428388589765,5.316788604006331,4.794537184071822,0.0,0.0,0.0,0.4811111111111111,0.6666666666666666,5,0,3,0,-0.8413000000000002,0,0,0,0,0,1.6269
*CNCC(*)=S,0.3677314814814815,2.4,3.4,2.8219389370591843,0.0510310363079828,0.0499999999999999,0.0,0.0,0.0,17.585356338562935,0.0,13.592428388589765,5.316788604006331,0.0,0.0,0.0,12.217873443046695,0.9440740740740742,0.6666666666666666,5,0,3,0,-0.0405,0,0,1,0,0,2.6857
*CNCN*,0.4556944444444444,2.25,3.5,2.3390923149762908,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,13.716363171576331,11.050456081168516,0.0,0.0,0.0,0.0,1.0727777777777778,1.0,4,0,3,0,-0.9058000000000002,0,0,0,0,0,0.8689
*CNCO*,0.2056944444444444,2.5,3.75,2.3390923149762908,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,13.778488730176674,5.316788604006331,5.106527394840706,0.0,0.0,5.106527394840706,0.7827777777777778,1.0,4,0,3,0,-0.4788000000000001,0,0,0,0,0,0.7624
*CNC(=O)c1ccc(*)s1,0.1354629629629631,2.0,3.4444444444444446,2.685447835960937,0.4503845407343638,-0.8300000000000001,0.0,0.0,0.0,22.62402837775216,0.0,7.04767198267719,10.696851374472246,0.0,9.671684377773122,0.0,0.0,0.5953193499622073,0.1666666666666666,9,0,2,0,0.1593000000000001,0,0,0,0,0,1.968
*CNC(=O)C(*)=S,0.0257870370370369,2.333333333333333,3.1666666666666665,3.4904530666021536,0.0360843918243516,-0.44,0.0,0.0,0.0,23.49253606791444,0.0,7.04767198267719,5.316788604006331,4.794537184071822,0.0,0.0,12.217873443046695,0.300138888888889,0.3333333333333333,6,0,2,0,-0.5139,0,0,1,0,0,4.0732
*CNC(=S)c1ccc(*)s1,0.3728514739229025,2.0,3.4444444444444446,2.685447835960937,0.4503845407343638,-0.41,0.0,0.0,0.0,33.92322419318554,0.0,7.04767198267719,10.696851374472246,0.0,4.877147193701299,0.0,12.217873443046695,0.8212452758881331,0.1666666666666666,9,0,2,0,0.6946000000000001,0,0,1,0,0,2.3974
*CNC(=S)c1ccc(*)cc1,0.3480794123204838,1.6,2.9,2.753742758109602,0.6403313218675962,-0.89,0.0,0.0,0.0,23.272742613246496,0.0,7.04767198267719,11.38315567246794,0.0,5.563451491696996,0.0,12.217873443046695,0.7746241969009827,0.125,10,1,2,0,0.6331,0,0,1,0,0,2.3012
*CNC(=S)C(*)=O,0.1878240740740739,2.333333333333333,3.1666666666666665,3.4904530666021536,0.0360843918243516,-0.44,0.0,0.0,0.0,23.492536067914443,0.0,7.04767198267719,5.316788604006331,4.794537184071822,0.0,0.0,12.217873443046695,0.1788425925925927,0.3333333333333333,6,0,2,0,-0.5139,0,0,1,0,0,3.7481
*CNC(=S)N*,0.2705092592592593,2.4,3.4,3.002590528674132,0.0,-0.31,0.0,0.0,0.0,17.330310327771453,0.0,7.04767198267719,11.050456081168516,0.0,0.0,0.0,12.217873443046695,0.7705092592592593,0.5,5,0,1,0,-0.5784000000000002,0,0,1,0,0,1.4813
*CNC(=S)O*,0.0205092592592592,2.6,3.6,3.002590528674132,0.0,-0.31,0.0,0.0,0.0,17.392435886371796,0.0,7.04767198267719,5.316788604006331,5.106527394840706,0.0,0.0,17.324400837887403,0.4805092592592593,0.5,5,0,1,0,-0.1514,0,0,1,0,0,1.5976
*CNOc1ccc(*)s1,0.3735922146636432,2.0,3.625,2.422977777805392,0.3541638798695941,-0.54,0.0,0.0,0.0,16.716848648400653,0.0,7.04767198267719,15.697747952323752,0.0,0.0,0.0,4.8375885837366335,0.8140693499622071,0.2,8,0,3,0,0.3129000000000001,0,0,0,0,0,1.0659
*CNOc1ccc(*)cc1,0.3515752551020408,1.5555555555555556,3.0,2.51863794324683,0.5229772976622743,-1.02,0.0,0.0,0.0,6.06636706846161,0.0,7.04767198267719,16.384052250319446,0.0,0.0,0.0,4.8375885837366335,0.770203373015873,0.1428571428571428,9,1,3,0,0.2514000000000001,0,0,0,0,0,0.891
*CNOC(*)=S,0.1455092592592592,2.6,3.6,2.8219389370591843,0.0294627825494394,-0.15,0.0,0.0,0.0,17.771416680149844,0.0,7.04767198267719,5.480096598121202,4.8375885837366335,0.0,0.0,17.055462026783328,0.596851851851852,0.5,5,0,2,0,-0.1514,0,0,1,0,0,2.5
*CNON*,0.2334722222222222,2.5,3.75,2.3390923149762908,0.0,-0.12,0.0,0.0,0.0,0.0,0.0,7.04767198267719,11.377072069398258,4.938314213673218,0.0,0.0,0.0,0.7255555555555556,1.0,4,0,3,0,-1.0167000000000002,0,0,0,0,0,0.9652
*COc1ccc(-c2ccc(*)cc2)s1,0.3416050957420005,1.2307692307692308,2.8461538461538463,2.2486693658517765,1.1040300647265653,-1.28,0.0,0.0,0.0,17.403152946396347,0.0,7.109797541277533,10.803230022261658,0.0,0.0,0.0,4.736862953800049,6.275015038422776,0.0909090909090909,13,1,3,0,2.4753000000000007,0,0,0,0,0,1.6377
*COc1ccc(O*)s1,0.0400273998488284,1.75,3.25,2.591816305336146,0.3808430089542917,-0.7000000000000002,0.0,0.0,0.0,11.336785877934735,0.0,7.109797541277533,9.843390348640757,0.0,0.0,0.0,9.843390348640757,5.79067365835223,0.2,8,0,3,0,1.4768,0,0,0,0,0,0.8857
*COc1ccc(O*)cc1,0.0185744992441421,1.3333333333333333,2.555555555555556,2.664537066654608,0.5358690091938786,-1.1800000000000002,0.0,0.0,0.0,0.0,0.0,7.109797541277533,9.843390348640757,0.0,0.0,0.0,9.843390348640757,5.767204743008314,0.1428571428571428,9,1,3,0,1.4153,0,0,0,0,0,0.9466
*COC(=O)O*,0.2155555555555556,2.4,3.4,3.002590528674132,0.0,-0.73,0.0,0.0,0.0,6.155365629538759,0.0,7.109797541277533,0.0,9.843390348640757,0.0,6.155365629538759,0.0,4.468703703703704,0.5,5,0,1,0,0.1106999999999999,0,0,0,0,0,0.7529
*COC(=S)O*,0.0419907407407407,2.4,3.4,3.002590528674132,0.0,-0.31,0.0,0.0,0.0,17.45456144497214,0.0,7.109797541277533,0.0,9.843390348640757,0.0,0.0,9.843390348640757,5.180740740740741,0.5,5,0,1,0,0.2755999999999999,0,0,1,0,0,2.0771
*CONC(*)=O,0.1250462962962963,2.6,3.6,2.8219389370591843,0.0294627825494394,-0.5700000000000001,0.0,0.0,0.0,6.410095306116121,0.0,7.109797541277533,5.480096598121202,4.8375885837366335,0.0,0.0,0.0,0.1338888888888889,0.5,5,0,2,0,-0.3162999999999999,0,0,0,0,0,1.2523
*CONO*,0.0320833333333333,2.5,3.75,2.3390923149762908,0.0,-0.12,0.0,0.0,0.0,0.0,0.0,7.109797541277533,5.643404592236074,10.044841608513924,0.0,0.0,0.0,0.4355555555555556,1.0,4,0,3,0,-0.5897000000000001,0,0,0,0,0,0.421
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,0.2109704492704129,0.8823529411764706,2.0588235294117645,1.9381423389123984,1.501559986422586,-1.2299999999999998,0.0,0.0,0.0,45.67658092739968,0.0,0.0,5.380062770465915,0.0,9.671684377773122,0.0,0.0,0.1059929289285351,0.0,17,0,3,0,4.069200000000001,0,0,0,0,0,3.453
*C(=O)c1ccc(-c2ccc(C(*)=S)s2)s1,0.131507359116486,1.1428571428571428,2.142857142857143,2.349062263009113,1.0503224486773974,-0.8400000000000001,0.0,0.0,0.0,46.545088617561966,0.0,0.0,0.0,0.0,14.54883157147442,0.0,12.217873443046695,-0.0740223188040646,0.0,14,0,3,0,3.3909,0,0,1,0,0,4.1032
*Oc1ccc(-c2ccc(C(*)=O)s2)s1,0.0305296779205508,1.3076923076923077,2.6923076923076925,2.3233777830440703,0.9777337425235344,-1.13,0.0,0.0,0.0,28.95973227899903,0.0,0.0,5.106527394840706,0.0,9.671684377773122,0.0,5.106527394840706,-0.2320264340304021,0.0,13,0,3,0,3.0092000000000008,0,0,0,0,0,2.952
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,0.2208649610236908,0.8888888888888888,2.0,1.902325887568432,1.743026739380635,-1.7099999999999995,0.0,0.0,0.0,34.339795049464946,0.0,0.0,5.380062770465915,0.0,9.671684377773122,0.0,0.0,0.0906723076188337,0.0,18,1,3,0,4.007700000000002,0,0,0,0,0,3.2278
*C(=O)c1ccc(-c2ccc(C(*)=S)cc2)s1,0.1203635937208266,1.2,2.466666666666667,2.3274072852573684,1.2504181809758308,-1.32,0.0,0.0,0.0,35.20830273962723,0.0,0.0,0.0,0.0,15.235135869470117,0.0,12.217873443046695,-0.095814345570388,0.0,15,1,3,0,3.3294000000000006,0,0,1,0,0,3.7335
*Oc1ccc(-c2ccc(C(*)=O)s2)cc1,0.0416734433162102,1.2857142857142858,2.642857142857143,2.3115864006790567,1.167084847642497,-1.61,0.0,0.0,0.0,17.622946401064294,0.0,0.0,5.106527394840706,0.0,9.671684377773122,0.0,5.106527394840706,-0.2541461484476455,0.0,14,1,3,0,2.947700000000001,0,0,0,0,0,2.9075
*C(=O)c1ccc(C(=O)c2ccc(*)s2)s1,0.0775925925925926,1.0714285714285714,2.2857142857142856,2.304522786101898,0.9994627818783566,-1.2599999999999998,0.0,0.0,0.0,40.123039995829885,0.0,0.0,5.380062770465915,0.0,24.22051594924754,0.0,0.0,-0.1105282869320564,0.0,14,0,3,0,1.9047,0,0,0,0,0,4.0693
*C(=O)c1ccc(C(=O)C(*)=S)s1,0.0208333333333332,1.4545454545454546,2.5454545454545454,2.9854529680476976,0.5650642200602216,-0.8700000000000001,0.0,0.0,0.0,40.99154768599217,0.0,0.0,0.0,0.0,19.343368755546244,0.0,12.217873443046695,-0.4655857898715041,0.0,11,0,3,0,1.497,0,0,1,0,0,4.6396
*OC(=O)c1ccc(C(*)=O)s1,0.2381424792139079,1.6,2.8,2.9120812188252145,0.5024399435621125,-1.16,0.0,0.0,0.0,23.59225168901614,0.0,0.0,0.0,5.106527394840706,19.343368755546244,0.0,5.106527394840706,-0.6233711262282691,0.0,10,0,2,0,1.0587,0,0,0,0,0,3.3779
*OC(=S)c1ccc(C(*)=O)s1,0.1343924792139077,1.8,3.0,2.9120812188252145,0.5024399435621125,-0.74,0.0,0.0,0.0,34.89144750444952,0.0,0.0,0.0,5.106527394840706,14.54883157147442,0.0,17.324400837887403,-0.3470105820105817,0.0,10,0,2,0,1.594,0,0,1,0,0,4.037
*C(=O)c1ccc(Oc2ccc(*)s2)s1,0.2209292590492984,1.3076923076923077,2.6923076923076925,2.140448930923352,0.8120292268021889,-1.13,0.0,0.0,0.0,34.339795049464946,0.0,0.0,10.116925724265965,0.0,9.671684377773122,0.0,4.736862953800049,5.73692069265978,0.0,13,0,3,0,2.466,0,0,0,0,0,2.882
*C(=O)c1ccc(OC(*)=S)s1,0.0093924792139079,1.8,3.1,2.7716918003223654,0.4709178440604781,-0.7400000000000002,0.0,0.0,0.0,35.39436308121414,0.0,0.0,4.736862953800049,0.0,9.671684377773122,0.0,16.954736396846744,5.05890022675737,0.0,10,0,2,0,1.6506,0,0,1,0,0,3.2522
*C(=O)c1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,0.2347825874743052,0.8421052631578947,1.894736842105263,1.9045869153723525,1.90187572751756,-2.1899999999999995,0.0,0.0,0.0,23.689313469525903,0.0,0.0,6.06636706846161,0.0,10.357988675768818,0.0,0.0,0.0587406798006964,0.0,19,2,3,0,3.946200000000002,0,0,0,0,0,2.8757
*Oc1ccc(-c2ccc(C(*)=O)cc2)s1,0.0353928153242726,1.2857142857142858,2.642857142857143,2.303615435117306,1.1778294748219675,-1.61,0.0,0.0,0.0,17.622946401064294,0.0,0.0,5.106527394840706,0.0,10.357988675768818,0.0,5.106527394840706,-0.2541461484476452,0.0,14,1,3,0,2.947700000000001,0,0,0,0,0,2.3086
*C(=O)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,0.2417736036271667,0.65,1.4,1.872001422146861,2.165192009853105,-2.669999999999999,0.0,0.0,0.0,12.352527591591166,0.0,0.0,6.06636706846161,0.0,10.357988675768818,0.0,0.0,0.0477582615314328,0.0,20,3,3,0,3.884700000000002,0,0,0,0,0,2.6442
*C(=O)c1ccc(-c2ccc(C(*)=S)cc2)cc1,0.1160546690362707,0.875,1.6875,2.308527167558888,1.4614386779630113,-1.7999999999999998,0.0,0.0,0.0,23.87151686169249,0.0,0.0,0.0,0.0,15.921440167465814,0.0,12.217873443046695,-0.1151128841496809,0.0,16,2,3,0,3.267900000000002,0,0,1,0,0,3.6994
*C(=O)c1ccc(C(=O)c2ccc(*)s2)cc1,0.0726322751322754,1.0666666666666669,2.2666666666666666,2.286723613086444,1.1951719753631826,-1.7399999999999998,0.0,0.0,0.0,28.786254117895147,0.0,0.0,5.380062770465915,0.0,25.593124545238936,0.0,0.0,-0.1109375579126661,0.0,15,1,3,0,1.8432,0,0,0,0,0,3.6543
*C(=O)c1ccc(C(=O)c2ccc(*)cc2)cc1,0.0251322751322757,0.8125,1.75,2.284394871094497,1.3945798802472376,-2.2199999999999998,0.0,0.0,0.0,18.135772537956104,0.0,0.0,6.06636706846161,0.0,26.27942884323463,0.0,0.0,-0.1038118637415177,0.0,16,2,3,0,1.7817,0,0,0,0,0,2.1866
*C(=O)c1ccc(C(=O)C(*)=S)cc1,0.0257936507936504,1.1666666666666667,2.083333333333333,2.996558090260967,0.7485695294278198,-1.35,0.0,0.0,0.0,29.65476180805743,0.0,0.0,0.0,0.0,20.715977351537635,0.0,12.217873443046695,-0.4689752876459225,0.0,12,1,3,0,1.4355,0,0,1,0,0,3.783
*OC(=S)c1ccc(C(*)=O)cc1,0.1410591458805743,1.4545454545454546,2.4545454545454546,2.9340419411151166,0.6743520127395849,-1.2199999999999998,0.0,0.0,0.0,23.554661626514783,0.0,0.0,0.0,5.106527394840706,15.921440167465814,0.0,17.324400837887403,-0.3663196806500377,0.0,11,1,2,0,1.5325,0,0,1,0,0,3.4955
*C(=O)c1ccc(Oc2ccc(*)s2)cc1,0.2316634122784915,1.2857142857142858,2.642857142857143,2.135159759300548,0.9902070142361852,-1.61,0.0,0.0,0.0,23.00300917153021,0.0,0.0,10.116925724265965,0.0,10.357988675768818,0.0,4.736862953800049,5.74026709061341,0.0,14,1,3,0,2.4045000000000005,0,0,0,0,0,2.5289
*C(=O)c1ccc(OC(*)=S)cc1,0.0160591458805743,1.4545454545454546,2.5454545454545454,2.809454194164694,0.6391312018387203,-1.2200000000000002,0.0,0.0,0.0,24.0575772032794,0.0,0.0,4.736862953800049,0.0,10.357988675768818,0.0,16.954736396846744,5.059266397917192,0.0,11,1,2,0,1.5891,0,0,1,0,0,3.2631
*C(=O)Oc1ccc(C(*)=S)s1,0.0301275510204079,1.8,3.1,2.7716918003223654,0.4709178440604781,-0.7400000000000002,0.0,0.0,0.0,35.39436308121414,0.0,0.0,4.736862953800049,0.0,4.877147193701299,0.0,16.954736396846744,4.781122448979591,0.0,10,0,2,0,2.021,0,0,1,0,0,3.8482
*Oc1ccc(OC(*)=O)s1,0.0402371504157217,1.7777777777777777,3.111111111111111,2.6495075543905027,0.399188334829934,-1.0300000000000002,0.0,0.0,0.0,17.8090067426512,0.0,0.0,9.843390348640757,0.0,0.0,0.0,9.843390348640757,4.554633408919123,0.0,9,0,2,0,1.6393,0,0,0,0,0,1.7594
*C(=O)Oc1ccc(C(*)=S)cc1,0.0474999999999996,1.4545454545454546,2.5454545454545454,2.809454194164694,0.6391312018387203,-1.2200000000000002,0.0,0.0,0.0,24.0575772032794,0.0,0.0,4.736862953800049,0.0,5.563451491696996,0.0,16.954736396846744,4.756923238431174,0.0,11,1,2,0,1.9595,0,0,1,0,0,3.6938
*OC(=O)OC(*)=O,0.3795833333333329,1.8333333333333333,2.6666666666666665,3.3954996118673995,0.0340206908719886,-1.06,0.0,0.0,0.0,12.627586494255224,0.0,0.0,0.0,9.843390348640757,0.0,6.155365629538759,0.0,3.1564814814814808,0.0,6,0,0,0,0.2732,0,0,0,0,0,2.3361
*OC(=S)OC(*)=O,0.0324074074074076,2.1666666666666665,3.0,3.3954996118673995,0.0340206908719886,-0.6400000000000001,0.0,0.0,0.0,23.926782309688605,0.0,0.0,0.0,9.843390348640757,0.0,0.0,0.0,3.868518518518519,0.0,6,0,0,0,0.4381,0,0,1,0,0,3.1486
*Nc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,0.2473628840629201,0.8125,2.0625,1.933629767577347,1.446705962217264,-1.1,0.0,0.0,0.0,44.391502380958,0.0,5.733667477162185,11.1137302476281,0.0,0.0,0.0,0.0,0.5991058765869373,0.0,16,0,3,0,4.2559000000000005,0,0,0,0,0,2.2798
*Cc1ccc(-c2ccc(N*)s2)s1,0.2815279352481732,1.25,2.75,2.2919551642465743,0.9806460564865532,-0.8,0.0,0.0,0.0,27.674653732557346,6.923737199690624,5.733667477162185,5.733667477162185,6.923737199690624,4.877147193701299,0.0,0.0,0.8007101914840009,0.1111111111111111,12,0,3,0,3.402100000000001,0,0,0,0,0,1.6017
*Nc1ccc(-c2ccc(C(*)=O)s2)s1,0.1891510770975055,1.3076923076923077,2.6923076923076925,2.3233777830440703,0.9954684244720756,-1.13,0.0,0.0,0.0,33.9608142556869,0.0,5.733667477162185,5.733667477162185,0.0,9.671684377773122,0.0,0.0,0.0303192449819436,0.0,13,0,3,0,3.0423,0,0,0,0,0,2.9191
*Nc1ccc(-c2ccc(C(*)=S)s2)s1,0.1812192932728646,1.3076923076923077,2.6923076923076925,2.3233777830440703,0.9954684244720756,-0.7100000000000002,0.0,0.0,0.0,45.26001007112028,0.0,5.733667477162185,5.733667477162185,0.0,4.877147193701299,0.0,12.217873443046695,0.4340229486856471,0.0,13,0,3,0,3.5776000000000003,0,0,1,0,0,3.3026
*Nc1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,0.2374683723096421,0.8235294117647058,2.0,1.8980389987950737,1.6881727151753128,-1.5799999999999998,0.0,0.0,0.0,33.05471650302326,0.0,5.733667477162185,11.1137302476281,0.0,0.0,0.0,0.0,0.5787215624950113,0.0,17,1,3,0,4.194400000000002,0,0,0,0,0,2.0751
*Nc1ccc(-c2ccc(C(*)=S)cc2)s1,0.1616170372469975,1.2857142857142858,2.642857142857143,2.303615435117306,1.1955641567705086,-1.1900000000000002,0.0,0.0,0.0,33.92322419318554,0.0,5.733667477162185,5.733667477162185,0.0,5.563451491696996,0.0,12.217873443046695,0.4037724312891159,0.0,14,1,3,0,3.5161000000000007,0,0,1,0,0,2.3374
